title	type	url_slug	venue	date	location	talk_url	description
FOSS Mega Meetup - Panel Discussion: Open Source and Revenue generation models	Talk	talk-1	Adobe Office	2018-08-10	Noida, Uttar Pradesh      This is a description of your talk, which is a markdown files that can be all markdown-ified like any other post. Yay markdown!
Machine Learning: The What, The When and The How	talk-2	PyLadies + LinuxChix Meetup	2018-10-14	Rohini, New Delhi      This is a description of your talk, which is a markdown files that can be all markdown-ified like any other post. Yay markdown!
